labels,key_words,review
GENERAL,3 place,Make sure you try this place as often as you can.
RESTAURANT,3 restaurant,This is a fun restaurant to go to.
GENERAL,3 restaurant,This is a fun restaurant to go to.
FOOD,3 pizza,The pizza is yummy and I like the atmoshpere.
QUALITY,3 pizza,The pizza is yummy and I like the atmoshpere.
AMBIENCE,3 atmoshpere,The pizza is yummy and I like the atmoshpere.
GENERAL,3 atmoshpere,The pizza is yummy and I like the atmoshpere.
FOOD,1 pizza,But the pizza is way to expensive.
PRICES,1 pizza,But the pizza is way to expensive.
FOOD,1 lunch,I went there for lunch and it was not as good as I expected from the reviews I read.
QUALITY,1 lunch,I went there for lunch and it was not as good as I expected from the reviews I read.
FOOD,1 Sauce,Sauce was watery and the food didn't have much flavor.
QUALITY,1 Sauce,Sauce was watery and the food didn't have much flavor.
FOOD,1 food,Sauce was watery and the food didn't have much flavor.
QUALITY,1 food,Sauce was watery and the food didn't have much flavor.
RESTAURANT,1 NEG,I don't think I would go again.
GENERAL,1 NEG,I don't think I would go again.
RESTAURANT,3 place,This place is great.
GENERAL,3 place,This place is great.
SERVICE,3 NEG,I had a huge group for my birthday and we were well taken care of.
GENERAL,3 NEG,I had a huge group for my birthday and we were well taken care of.
SERVICE,3 waitress,The waitress was very patient with us and the food is phenomenal!
GENERAL,3 waitress,The waitress was very patient with us and the food is phenomenal!
FOOD,3 food,The waitress was very patient with us and the food is phenomenal!
QUALITY,3 food,The waitress was very patient with us and the food is phenomenal!
SERVICE,3 Service,"Service was prompt, friendly and great."
GENERAL,3 Service,"Service was prompt, friendly and great."
RESTAURANT,1 NEG,Slightly on the pricey side but worth it!
PRICES,1 NEG,Slightly on the pricey side but worth it!
RESTAURANT,3 NEG,Slightly on the pricey side but worth it!
GENERAL,3 NEG,Slightly on the pricey side but worth it!
FOOD,3 pizza,Great pizza and fantastic service.
QUALITY,3 pizza,Great pizza and fantastic service.
SERVICE,3 service,Great pizza and fantastic service.
GENERAL,3 service,Great pizza and fantastic service.
SERVICE,3 wait,"There was a small wait, but shorter than I expected."
GENERAL,3 wait,"There was a small wait, but shorter than I expected."
LOCATION,3 NEG,Located at the end of a magnificent block.
GENERAL,3 NEG,Located at the end of a magnificent block.
AMBIENCE,3 NEG,Very cozy and warm inside.....
GENERAL,3 NEG,Very cozy and warm inside.....
RESTAURANT,3 NEG,I will be back!
GENERAL,3 NEG,I will be back!
FOOD,3 sushi,This is the best sushi in new york city - hands down.
QUALITY,3 sushi,This is the best sushi in new york city - hands down.
AMBIENCE,1 place,The place is small and cramped but the food is fantastic.
GENERAL,1 place,The place is small and cramped but the food is fantastic.
FOOD,3 food,The place is small and cramped but the food is fantastic.
QUALITY,3 food,The place is small and cramped but the food is fantastic.
FOOD,3 tuna of gari,Get the tuna of gari.
QUALITY,3 tuna of gari,Get the tuna of gari.
FOOD,3 sushi,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too ."
QUALITY,3 sushi,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too ."
FOOD,3 thai food,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too ."
QUALITY,3 thai food,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too ."
RESTAURANT,3 Planet Thailand,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too ."
GENERAL,3 Planet Thailand,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too ."
FOOD,3 menu,"With the great variety on the menu , I eat here often and never get bored ."
STYLE_OPTIONS,3 menu,"With the great variety on the menu , I eat here often and never get bored ."
AMBIENCE,1 atmosphere,"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down ."
GENERAL,1 atmosphere,"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down ."
RESTAURANT,3 NEG,"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down ."
PRICES,3 NEG,"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down ."
FOOD,3 food,It's all about the food !!
QUALITY,3 food,It's all about the food !!
RESTAURANT,1 place,first it took us a long time to find the place.
MISCELLANEOUS,1 place,first it took us a long time to find the place.
FOOD,1 menu,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section."
STYLE_OPTIONS,1 menu,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section."
FOOD,2 rolls,"those rolls were big, but not good and sashimi wasn't fresh."
STYLE_OPTIONS,2 rolls,"those rolls were big, but not good and sashimi wasn't fresh."
FOOD,1 rolls,"those rolls were big, but not good and sashimi wasn't fresh."
QUALITY,1 rolls,"those rolls were big, but not good and sashimi wasn't fresh."
FOOD,1 sashimi,"those rolls were big, but not good and sashimi wasn't fresh."
QUALITY,1 sashimi,"those rolls were big, but not good and sashimi wasn't fresh."
FOOD,1 NEG,"they were dry and disgusting, i didn't even finish my first piece."
QUALITY,1 NEG,"they were dry and disgusting, i didn't even finish my first piece."
SERVICE,3 NEG,Hurley's is like Cheers where everyone knows your name and they are ACTUALLY glad you came.
GENERAL,3 NEG,Hurley's is like Cheers where everyone knows your name and they are ACTUALLY glad you came.
FOOD,3 crunchy tuna,"Try the crunchy tuna, it is to die for."
QUALITY,3 crunchy tuna,"Try the crunchy tuna, it is to die for."
FOOD,3 NEG,"Try everything for that matter, it is all good."
QUALITY,3 NEG,"Try everything for that matter, it is all good."
RESTAURANT,3 NEG,I have been going there since it opened and I can't get enough.
GENERAL,3 NEG,I have been going there since it opened and I can't get enough.
AMBIENCE,3 garden terrace,First went here to enjoy their garden terrace.
GENERAL,3 garden terrace,First went here to enjoy their garden terrace.
FOOD,3 food,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed."
QUALITY,3 food,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed."
SERVICE,3 service,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed."
GENERAL,3 service,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed."
FOOD,3 Steak Tartare,"The Steak Tartare is a great bet, they fix it for you at the table."
STYLE_OPTIONS,3 Steak Tartare,"The Steak Tartare is a great bet, they fix it for you at the table."
AMBIENCE,3 open kitchen,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm."
GENERAL,3 open kitchen,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm."
AMBIENCE,1 restaurant,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm."
GENERAL,1 restaurant,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm."
DRINKS,3 wine selection,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value."
STYLE_OPTIONS,3 wine selection,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value."
DRINKS,3 Gigondas,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value."
QUALITY,3 Gigondas,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value."
DRINKS,3 house champagne,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value."
PRICES,3 house champagne,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value."
AMBIENCE,2 NEG,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area."
GENERAL,2 NEG,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area."
AMBIENCE,3 vibe,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area."
GENERAL,3 vibe,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area."
FOOD,3 French food,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area."
QUALITY,3 French food,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area."
RESTAURANT,3 place,"Have recommended the place to friends, always gets good response."
MISCELLANEOUS,3 place,"Have recommended the place to friends, always gets good response."
FOOD,3 crust,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!"
QUALITY,3 crust,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!"
FOOD,3 pizza,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!"
QUALITY,3 pizza,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!"
RESTAURANT,3 VT's,I take all my NYC guests to VT's.
MISCELLANEOUS,3 VT's,I take all my NYC guests to VT's.
LOCATION,3 neighborhood,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!"
GENERAL,3 neighborhood,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!"
FOOD,3 food,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!"
QUALITY,3 food,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!"
