labels	key_words	review
3anecdotes/miscellaneous	NEGATIVE	"With so many poor experiences to be had in the theater district, is truly an excellent find!"
1anecdotes/miscellaneous	NEGATIVE	"This has got to be one of the most overrated restaurants in Brooklyn."
3food	service	"The service, wine selection, ambiance are all outstanding and deserve recognition."
3service	service	"The service, wine selection, ambiance are all outstanding and deserve recognition."
3ambience	service	"The service, wine selection, ambiance are all outstanding and deserve recognition."
1anecdotes/miscellaneous	NEGATIVE	"Went there last night for 2 year anniversery, and wasn't all that impressed."
1service	NEGATIVE	"It was rather pathetic that it took them over an hour to seat us."
4service	reservations	"We were seated promptly as we had reservations, however after that the service was slow."
2anecdotes/miscellaneous	NEGATIVE	"At first I was slightly skeptical because it was a sushi restaurant in the middle of NYC."
3service	service	"It's really also the service, is good and the waiters are friendly."
3anecdotes/miscellaneous	NEGATIVE	"Suan was a recommendation that I am glad we heeded."
4food	food	"The food was pretty good, but a little flavorless and the portions very small, including dessert."
2anecdotes/miscellaneous	NEGATIVE	"We visit at least once a month."
3ambience	traffic noise	"It is set far from the small street it's on, and there is no traffic noise."
2ambience	NEGATIVE	"Also, the place is popular with families, so if you're bothered by children running loose like wild animals, come later at night to avoid them."
2anecdotes/miscellaneous	NEGATIVE	"I'll keep this short."
3ambience	NEGATIVE	"I felt as though I were eating in Paris."
2anecdotes/miscellaneous	food	"Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there."
3food	food	"Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there."
3food	food	"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service."
3service	food	"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service."
3ambience	food	"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service."
1anecdotes/miscellaneous	NEGATIVE	"However, it's not worth a special trip."
3price	NEGATIVE	"Nice value."
3anecdotes/miscellaneous	NEGATIVE	"Gigino's in Wagner Park is so enjoyable."
3service	NEGATIVE	"And it was quick which is very important."
3anecdotes/miscellaneous	dinner meeting	"This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates."
3ambience	atmosphere	"All the NYU students love this place so it makes for a fun young atmosphere."
3food	food	"The food here does a great service to the name (Cantonese that is...)."
2food	cooking	"But, nothing stands out about the cooking."
3ambience	food	"Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere."
3food	food	"Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere."
1anecdotes/miscellaneous	NEGATIVE	"If that's a problem, go to McDonald's and destroy your insides."
3food	Prix Fixe menu	"The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality)."
3price	Prix Fixe menu	"The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality)."
3anecdotes/miscellaneous	lunch	"I've been here 3 times for lunch and it is one of my favorites in the city."
1food	eggs benedict	"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was."
3food	oatmeal	"I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item."
4ambience	NEGATIVE	"Always busy but fast moving."
1food	food	"Too bad the food wasn't of the same heritage."
4food	menu	"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside."
1service	menu	"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside."
3anecdotes/miscellaneous	NEGATIVE	"Sexy."
3food	food	"The food was really good, I had the onion soup and it was one of the best ever."
3anecdotes/miscellaneous	NEGATIVE	"I will have to say, this Bengali Fast Food joint is clearly my favorite."
1food	NEGATIVE	"I'm not picky - but it was actually gross."
3anecdotes/miscellaneous	wine	"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well."
3price	wine	"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well."
3service	staff	"Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get."
1ambience	staff	"Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get."
4food	Dim Sum	"Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again."
2food	roll	"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice."
1price	roll	"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice."
3anecdotes/miscellaneous	NEGATIVE	"Even with John's and Joe's around the corner, this place will make a name for itself."
3food	NEGATIVE	"It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery."
1service	gin and tonic	"When he finally did, he was unable to make a gin and tonic -- couldn't find tonic."
2anecdotes/miscellaneous	NEGATIVE	"My girlfriend convinced me to go in the other night for a quick bite."
1food	dim sum	"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here)."
2anecdotes/miscellaneous	NEGATIVE	"despite the untasteful previous review..."
3anecdotes/miscellaneous	NEGATIVE	"Don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart."
2anecdotes/miscellaneous	NEGATIVE	"Sure, everyone's got their favorite, but to know Sal, is to know New York."
3anecdotes/miscellaneous	NEGATIVE	"I think that it is absolutely brilliant and well runned business operation."
1price	NEGATIVE	"Also they were $15 each!"
4service	service	"The service is ok, some of the people didn't get what they asked for."
2anecdotes/miscellaneous	NEGATIVE	"My friends spoke so much about it for months, I finally made the time to come down ear and dine in."
1food	Thai	"If you want good authentic Thai this place is not the place to go."
2anecdotes/miscellaneous	reservation	"I recommend getting a reservation even though we saw people seated without one."
2food	Grilled Chicken special with Edamame Puree	"The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree."
2anecdotes/miscellaneous	NEGATIVE	"This is as good as neighborhood restaurants come."
3food	roast duck	"If you want some roast duck, pork or chicken on rice with ginger, try them out!"
1anecdotes/miscellaneous	menu	"You order from a menu, so you leave feeling like you missed the full experience."
3anecdotes/miscellaneous	NEGATIVE	"One of the more authentic Shanghainese restaurants in the US definitely the best in Manhattan Chinatown."
3anecdotes/miscellaneous	NEGATIVE	"We will go back every time we are in the City."
3anecdotes/miscellaneous	NEGATIVE	"we love th pink pony."
2anecdotes/miscellaneous	NEGATIVE	"So eat fast and order a lot."
3service	Staff	"Staff is very accomodating."
2anecdotes/miscellaneous	NEGATIVE	"I have to agree with the previous reviewer."
2anecdotes/miscellaneous	NEGATIVE	"--Eat Club is a roving group of NYC gluttons"
3anecdotes/miscellaneous	NEGATIVE	"If you were there when it first opened, give this restaurant a second chance."
2anecdotes/miscellaneous	reservation	"I went to Del Frisco's Friday night with my boyfriend for an 8:00 reservation."
2anecdotes/miscellaneous	NEGATIVE	"If you like Sakagura but you feel it's too much, you'd better try Yokocho."
3anecdotes/miscellaneous	dinner	"yourself a favor and have dinner here and see if you dont agree with me."
